Review,Palabras
"Desde los aperitivos hasta el postre, usted podrá disfrutar de una completa experiencia culinaria que debe incluir una estilosa vino mezcal o una muy interesante mexicana. Todo rodeado de personajes históricos mexicanos pintados en las paredes. El servicio es parte de este ADN de restaurante....Si estás en el centro de la ciudad de Puebla, no te pierdas este lugar espectacular.Más","['aperitivo', 'postrar', 'usted', 'podro', 'disfrutar', 'completo', 'experiencia', 'culinario', 'deber', 'incluir', 'estilós', 'venir', 'mezcal', 'interesante', 'mexicano', 'rodeado', 'personaje', 'historico', 'mexicano', 'pintado', 'pared', 'servicio', 'parte', 'adn', 'restaurante', 'si', 'centro', 'ciudad', 'poblar', 'pierda', 'lugar', 'espectacularma']"
"Reservamos una cena y el espectáculo, ya que garantiza buenos asientos, lo que nos dieron. Club social de Buena vista era un gran espectáculo ... vale la pena $30. El prix cena"" era sosa y la peor comida que comimos en Cuba por el alto...precio. Comida incluida 3 bebidas.
Mucha gente iba sólo por el espectáculo, pero sus asientos ere no tan bueno.Más","['reservar', 'cena', 'espectaculo', 'garantizar', 'buen', 'asiento', 'dar', 'club', 'social', 'buen', 'vista', 'gran', 'espectaculo', 'valer', 'pena', 'thirty', 'prix', 'cena', 'sós', 'peor', 'comida', 'comer', 'cuba', 'alto', 'precio', 'comida', 'incluido', 'threir', 'bebida', 'mucho', 'gente', 'ir', 'solo', 'espectaculo', 'asiento', 'erar', 'tanto', 'buenoma']"
"He estado dos veces aquí, el lugar es informal, menú, en efectivo. La comida es muy sabrosa pero me dieron dos amigos enfermos después de eso. Un gran servicio.","['dos', 'vez', 'aqui', 'lugar', 'informal', 'menu', 'efectivo', 'comida', 'sabroso', 'dar', 'dos', 'amigo', 'enfermo', 'despues ', 'gran', 'servicio']"
"Huevos benedictinos muy buenos, huevos migas no tanto. Servicio lento.... No es el lugar si tienes prisa. Debe ser que están cortos de personal.","['huevo', 'benedictino', 'buen', 'huevo', 'miga', 'servicio', 'lento', 'lugar', 'si', 'prisar', 'deber', 'ser', 'estar', 'corto', 'personal']"
"Muy buen servicio fui al interplaza me pareció muy buen servicio y sabor de la carne . 
Nos atendió Fabio Muy amable","['buen', 'servicio', 'interplazar', 'parecio', 'buen', 'servicio', 'sabor', 'carne', 'atendio', 'fabio', 'amable']"
"Nos alojamos con mi flia en enero 2013 es un hotel bueno ,atención muy buena en lobby gente muy amable ,El hotel es tal cual otros han descripto los lugares comunes estan OK ,las habitaciones son enormes ,pero les falta mantenimiento y un poco de limpieza también ,antes de ir al cayo ,nos toco piso 7 ,el panel del techo en el pasillo estaba caido ,había olor a humedad ,las alfombras manchadas,dentro de la habitación ,de todas las luces solo funcionaba una ,los vidrios estaban totalmente percudidos ,y la limpieza de la habitación podría haber sido mejor  De regreso del cayo nos tocó en piso 23 ,la habitación era muchisimos mas nueva en cuanto a mobiliario y decoración ,pero también tenía detalles de limpieza .Supongo es porque tienen poco personal ,la verdad no se No volvería a…","['alojamo', 'flia', 'enero', 'two', 'thousand', 'and', 'thirteir', 'hotel', 'bueno', 'atencion', 'buen', 'lobby', 'gente', 'amable', 'hotel', 'tal', 'descripto', 'lugar', 'común', 'estir', 'ok', 'habitaciones', 'enorme', 'falta', 'mantenimiento', 'limpieza', 'tambien', 'ir', 'cayo', 'tocar', 'piso', 'sevir', 'panel', 'techo', 'pasillo', 'caido', 'habia', 'olor', 'humedad', 'alfombra', 'manchada', 'dentro', 'habitacion', 'todo', 'luz', 'solo', 'funcionar', 'vidrio', 'totalmente', 'percudido', 'limpieza', 'habitacion', 'podrio', 'haber', 'ser', 'mejor', 'regreso', 'cayo', 'tocar', 'piso', 'twentythreir', 'habitacion', 'muchisir', 'mas', 'nuevo', 'cuanto', 'mobiliario', 'decoracion', 'tambien', 'tenia', 'detall', 'limpieza', 'suponer', 'personal', 'verdad', 'volverio']"
"Se supone que adquiri un servicio todo incluido pero hay una cuestión que considero tramposa y de mal gusto que pudiera resultar en que pagues mas de lo que ya en principio pagaste; cuento porque:

Resulta que al terminar cualquiera de tus alimentos llámese desayuno, comida o cena te acercan al final un Nota en la cual te detallan el costo de lo que tu consumiste y al final si te bonifican el 100% (según ellos lo hacen para que tu te des cuenta lo que te ahorraste o cuesta lo que tu consumiste ), pero lo desagradable del caso es que aparecía el concepto de propina en la lista en blanco ( no en ceros aclaro como lo otro) y para que creen? pues con eso provocan que tu te sientas comprometido a darles una propina y que en mi caso en una estancia de 4 noches con 5 personas yo creo que hubiera terminado de pagar alrededor de unos 5 o 6 mil pesos de propina de acuerdo a los montos que ellos ponían. Admito que la primera nota no sabia que hacer, sentía mal no dejarles nada, pero por otro lado razonaba y se me hacia de mal gusto que utilizaran ese método para hacerte sentir mal y que al final soltaras propinas.
Es la primera vez que me toca un todo incluido que hagan ese tipo de estrategias para intentar sacar mas dinero (porque no dudo que si haya mucha gente que caiga en el truco) que todavía dudo si en verdad ademas todo sea para los meseros !!!!
Ademas es latoso estar firme y firme cada vez que consumes alimentos en un TODO INCLUIDO

Por otro lado Playa Excelente, Comida Excelente, Trato de la Gente Bueno, pero si en general tienen un servicio lento en los restaurantes que lo atribuyo mas a errores de logística o mala capacitación mas que de los meseros porque en general su trato es Bueno.","['suponer', 'adquiri', 'servicio', 'incluido', 'cuestion', 'considerar', 'trampós', 'mal', 'gusto', 'poder', 'resultar', 'pagu', 'mas', 'principio', 'pagastir', 'cuento', 'resultar', 'terminar', 'cualquiera', 'alimento', 'llamese', 'desayuno', 'comida', 'cén', 'acercar', 'final', 'noto', 'detallar', 'costo', 'consumistir', 'final', 'si', 'bonificar', 'one', 'hundred', 'segun', 'hacer', 'des', 'cuenta', 'ahorraste', 'cuesta', 'consumiste', 'desagradable', 'caso', 'apareciar', 'concepto', 'propín', 'listo', 'blanco', 'cero', 'aclaro', 'creer', 'pues', 'provocar', 'sienta', 'comprometido', 'dar él', 'propín', 'caso', 'estancia', 'four', 'noches', 'five', 'persona', 'creer', 'terminado', 'pagar', 'alrededor', 'five', 'six', 'mil', 'pesos', 'propín', 'acuerdo', 'monto', 'poniar', 'admito', 'primero', 'nota', 'sabio', 'hacer', 'sentia', 'mal', 'dejarl', 'lado', 'razonar', 'hacia', 'mal', 'gusto', 'utilizar', 'metodo', 'hacerte', 'sentir', 'mal', 'final', 'soltara', 'propina', 'primero', 'vez', 'tocar', 'incluido', 'hacer', 'tipo', 'estrategia', 'intentar', 'sacar', 'mas', 'dinero', 'dudo', 'si', 'mucho', 'gente', 'caiga', 'truco', 'todavio', 'dudo', 'si', 'verdad', 'adema', 'mesero', 'adema', 'latoso', 'firme', 'firme', 'cada', 'vez', 'consum', 'alimento', 'incluido', 'lado', 'playa', 'excelente', 'comida', 'excelente', 'trato', 'gente', 'bueno', 'si', 'general', 'servicio', 'lento', 'restaurante', 'atribuyo', 'mas', 'error', 'logistico', 'malo', 'capacitacion', 'mas', 'mesero', 'general', 'trato', 'bueno']"
"Es un hotel que excede un poco su precio para lo que ofrece. Las habitaciones son grandes, no cuentan con inmobiliario muy moderno pero los aires acondicionados sirven bien y te mantienen a salvo del calor mientras estas en el cuarto.  Lo sentí muy ruidoso ya que mi habitación estaba en el área de bungalows cerca de la calle y desde muy temprano se oía el ruido de los autos y de las personas.  Lo considere un poco caro para lo que ofrece pero lo que es bastante rescatable es que tiene servicio de bar durante toda la noche junto a la piscina.  El área de la playa en realidad no es bonita, pero tiene buena vista, a mi consideración le falta mantenimiento pero tuve una buena estancia.  Lo que no me gusto: tuvimos que pedir varias veces papel higiénico porque no lo llevaban. Lo que…","['hotel', 'exceder', 'precio', 'ofrecer', 'habitación', 'grande', 'contar', 'inmobiliario', 'moderno', 'aires', 'acondicionado', 'servir', 'bien', 'mantener', 'salvo', 'calor', 'mientras', 'cuarto', 'senti', 'ruidoso', 'habitacion', 'areo', 'bungalow', 'cerca', 'calle', 'temprano', 'oia', 'ruido', 'auto', 'persona', 'considerar', 'caro', 'ofrecer', 'bastante', 'rescatable', 'servicio', 'bar', 'todo', 'noche', 'junto', 'piscina', 'areo', 'playa', 'realidad', 'bonito', 'buen', 'vista', 'consideracion', 'faltar', 'mantenimiento', 'buen', 'estancia', 'gusto', 'pedir', 'varios', 'vez', 'papel', 'higienico', 'llevar']"
"Malo el servicio en los puntos como restaurante y bares, el personal no esta informado o no le interesa la manilla que identifica a los servicios contratados por lo huespedes, en general la relacion costo beneficio no es la esperada.","['malo', 'servicio', 'punto', 'restaurante', 'bar', 'personal', 'informado', 'interés', 'manilla', 'identifico', 'servicio', 'contratado', 'huesped', 'general', 'relacion', 'costo', 'beneficio', 'esperado']"
"Nos encantó la experiencia hibachi parrilla que no dos veces. Nuestro chef fue muy cualificada y cómico. Todo el mundo estaba sorprendido de que la comida no solo pollo y carne pero de camarones. Había un cóctel seguido de sopa, arroz frito, plato principal y postre. Fue divertido para comer con extraños que sentimos como amigos al final de nuestra experiencia!","['encanto', 'experiencia', 'hibachi', 'parrillar', 'dos', 'vez', 'chef', 'cualificado', 'comico', 'mundo', 'sorprendido', 'comida', 'solo', 'pollo', 'carnir', 'camarón', 'habio', 'coctel', 'seguido', 'sopa', 'arroz', 'frito', 'plato', 'principal', 'postrar', 'divertido', 'comer', 'extrano', 'sentir', 'amigo', 'final', 'experiencia']"
"Me gusto el concepto del Hotel en general, buena musica, las habitaciones, la alberca, la comida, la atencion de los empleados. Aunque por el precio he ido a mejores, sin embargo si lo recomiendo... la playa y el mar no son lo mejor pero eso no es culpa del Hotel...","['gusto', 'concepto', 'hotel', 'general', 'buen', 'musico', 'habitación', 'alberca', 'comida', 'atencion', 'empleado', 'aunque', 'preciir', 'ido', 'mejor', 'embargo', 'si', 'recomeir', 'playa', 'mar', 'mejor', 'culpa', 'hotel']"
"Lindo lugar, agradable, muy limpio, estaba de visita en Monterrey de vacaciones y buscábamos un lugar para desayunar y fue una experiencia agradable, porciones bien servidas y buena relación precio / calidad","['lindo', 'lugar', 'agradable', 'limpio', 'visita', 'monterrey', 'vacación', 'buscabar', 'lugar', 'desayunar', 'experiencia', 'agradable', 'porción', 'bien', 'servida', 'buen', 'relacion', 'precio', 'calidad']"
Teníamos excursión a pie por la ciudad un n a través de la iglesia y estuvo bien un grupo pequeño lleno de información muy personal que era agradable vimos mucho un disfrutaron el día,"['teniar', 'excursion', 'pie', 'ciudad', 'n', 'trav', 'iglesia', 'bien', 'grupo', 'pequeno', 'lleno', 'informacion', 'personal', 'agradable', 'ver', 'disfrutar', 'dia']"
"Su historia y arquitectura unica permiten regresar en el tiempo para conocer la epoca de colonia en la que se libraron batallas y esclavitudRecomiendo el paseo en coche con el que aprenderan mas comodos, por mejorar es que el gobierno debe evitar el paso de vehiculos en un sector para recorrer caminando","['historia', 'arquitectura', 'unico', 'permitir', 'regresar', 'tiempo', 'conocer', 'epoca', 'colonia', 'librar', 'batalla', 'esclavitudrecomeir', 'paseo', 'coche', 'aprenderar', 'mas', 'comodo', 'mejorar', 'gobierno', 'deber', 'evitar', 'paso', 'vehiculo', 'sector', 'recorrer', 'caminar']"
"Me he alojado en este hotel muchas veces en el pasado, pero no para unos 5 años cuando era un Royal Ambassador. Yo tenía que estar aquí para reuniones de negocios y la Inter-Con Security Systems ha perdido su encanto. La comida es terrible y el servicio es peor. Me quedé atrapado en una habitación contigua y créeme que puedes oír todo lo de la habitación de al lado! La habitación en sí estaba limpia, excepto por lo que parecía ser secos vómito en la mesita de noche, pero aparte de eso, no estaba mal.  Cuando dicen que pagas por lo que recibes no es cierto y este lugar es un ejemplo. Yo sugiero que alojarme en otro sitio que es más barato y no te arrepentirás.","['alojado', 'hotel', 'mucho', 'vez', 'pasado', 'five', 'anos', 'royal', 'ambassador', 'tenia', 'aqui', 'reunión', 'negocio', 'intercon', 'security', 'systems', 'perdido', 'encanto', 'comida', 'terrible', 'servicio', 'peor', 'quedar', 'atrapado', 'habitacion', 'contiguo', 'creemir', 'poder', 'oir', 'habitacion', 'lado', 'habitacion', 'si', 'limpia', 'excepto', 'parecia', 'ser', 'seco', 'vomito', 'mesito', 'noche', 'aparte', 'mal', 'decir', 'paga', 'recib', 'cierto', 'lugar', 'ejemplo', 'sugiero', 'alojar yo', 'sitio', 'mas', 'barato', 'arrepentira']"
"Aquí está lo que nos dijo a todo el mundo después de la cena de la primera noche en La Guardia - tomar una copa para ver el espacio y sentarse en la encantadora terraza, pero no comer aquí. El pescado no es comestible, nunca...he probado algo así. Tuvimos un aperitivo de atún y dos platos de pargo, pero comimos un bocado de cada uno. También nos sentamos en una habitación sin circulación de aire ni ventilador, nos hará sudar al final de la visita. Oí una pocas cenas que estaban contentos con el ravioli y postres, así que se pegan a las opciones vegetarianas aquí si no terminan de comedor.Más","['aqui', 'decir', 'mundo', 'despu', 'cena', 'primero', 'noche', 'guardia', 'tomar', 'copa', 'ver', 'espacio', 'sentar él', 'encantador', 'terrazar', 'comer', 'aqui', 'pescado', 'comestible', 'nunca', 'probado', 'asi', 'aperitivo', 'atun', 'dos', 'plato', 'pargo', 'comimos', 'bocado', 'cada', 'tambien', 'sentamo', 'habitacion', 'circulacion', 'aire', 'ventilador', 'har', 'sudar', 'final', 'visita', 'oi', 'poco', 'cena', 'contento', 'ravioli', 'postre', 'asi', 'peguir', 'opción', 'vegetariana', 'aqui', 'si', 'terminar', 'comedorma']"
"Una experiencia que no quiero volver a vivir, NO RECOMENDABLE, super COSTOSO, una cuenta de 600 mil entre 4 personas y la comida nada especial, bebidas nacionales a precio de internacionales, las entradas nunca llegaron pero si las cobraron en la cuenta, un problema para...Más","['experiencia', 'querer', 'volver', 'vivir', 'recomendable', 'super', 'costoso', 'contar', 'six', 'hundred', 'mil', 'four', 'persona', 'comida', 'especial', 'bebida', 'nacional', 'precio', 'internacional', 'entrada', 'nunca', 'llegar', 'si', 'cobrar', 'cuenta', 'problema', 'mas']"
"Totalmente decepcionado del hotel, el segundo día encontré abierta la caja fuerte y sin el dinero que había dejado, lo reporte en la administración y prácticamente no les importo....no recomiendo el hotel en absoluto...","['totalmente', 'decepcionado', 'hotel', 'segundo', 'diar', 'encontre', 'abierta', 'caja', 'fuerte', 'dinero', 'habia', 'dejado', 'reporte', 'administracion', 'practicamente', 'importo', 'recomeir', 'hotel', 'absoluto']"
"No me recibieron ni con un saludo, no me indicaron las amenidades del hotel tuve problema con la llamada de despertador que pedi me hicieran dado que mi celular estaba fallando pero no me llamaron mal servicio","['recibir', 'saludo', 'indicar', 'amenidad', 'hotel', 'problema', 'llamado', 'despertador', 'pedi', 'hacer', 'dar', 'celular', 'fallar', 'llamar', 'mal', 'servicio']"
"Decidi hacer el tour por mi propia cuenta ya que eso de ir en grupos no es lo mio, asi que rente un auto y sali hacia chichen ojo les recomiendo no tomar la autopista de cuota es bastante cara y no te ahorra tiempo. Al llegar a chichen itza me di cuenta que no te dicen que si tienes tu INE por ser nacional te cobran menos lo cual cuando llegas a la casilla te dicen el precio al igual que la gente extranjera me di cuenta que no me pidio mi INE y me cobro al igual que todos me moleste y le comente y su estupida respuesta fue que ya no se podia regresar el cupon ni el dinero.. No fue el cobro que me molesto ya que vengo de un lugar caro pero la forma en como hacieron las cosas es lo que molesta al darse cuenta de esto unos chicos que estaban atras de mi mostraron su licencia pero no se las quisieron tomar que solo el INE. Ellos al igual que yo molestos por la forma en como lo manejan. como sujerencia LLEVEN SU INE Y MUESTRENLA EN TODOS LOS TOURS QUE VAYAN HACER TIENEN UN DESCUENTO es poca la gente que te lo deja saber en general vale la pena las piramides son HERMOSAS lastima del personal y la forma como lo manejan.","['decidi', 'hacer', 'tour', 'propio', 'cuenta', 'ir', 'grupo', 'mio', 'asi', 'rente', 'auto', 'sali', 'hacia', 'chichar', 'ojo', 'recomeir', 'tomar', 'autopista', 'cuota', 'bastante', 'cara', 'ahorra', 'tiempo', 'llegar', 'chichar', 'itza', 'di', 'cuenta', 'decir', 'si', 'inar', 'ser', 'nacional', 'cobrar', 'menos', 'llega', 'casillo', 'decir', 'precio', 'igual', 'gente', 'extranjero', 'di', 'contar', 'pidio', 'ine', 'cobro', 'igual', 'moleste', 'comente', 'estupido', 'respuesta', 'podiar', 'regresar', 'cupon', 'dinero', 'cobro', 'molesto', 'venir', 'lugar', 'caro', 'forma', 'hacer', 'cosa', 'molesto', 'dar él', 'cuenta', 'chico', 'atra', 'mostrar', 'licencia', 'querer', 'tomar', 'solo', 'ine', 'igual', 'molestos', 'formar', 'manejar', 'sujerencia', 'llevar', 'ine', 'muestrenla', 'tours', 'ir', 'hacer', 'descuento', 'poco', 'gente', 'dejar', 'saber', 'general', 'valer', 'pena', 'piramid', 'hermoso', 'lastima', 'personal', 'formo', 'manejar']"
"Si te encanta kitsch, este es el lugar para ti. El lugar está bien ubicado pero que emana un aire de estilo art nouveau Riche amor para la decoración innecesaria con absolutamente ningún sabor que no sé si uno debe reír o llorar. El desayuno me pareció bastante pobre ... un montón de cosas, pero mala calidad ... Las comidas me recordaba de la comida de la cafetería de la escuela. Supongo que el Camino Real al otro lado de la calle es una mejor opción.","['si', 'encantar', 'kitsch', 'lugar', 'lugar', 'bien', 'ubicado', 'emán', 'aire', 'estilo', 'art', 'nouveau', 'riche', 'amor', 'decoracion', 'innecesario', 'absolutamente', 'ningun', 'sabor', 'si', 'deber', 'reir', 'llorar', 'desayuno', 'parecio', 'bastante', 'pobre', 'monton', 'cosa', 'malo', 'calidad', 'comida', 'recordar', 'comida', 'cafeterio', 'escuela', 'suponer', 'camino', 'real', 'lado', 'calle', 'mejor', 'opcion']"
"Muy caro para la calidad de la habitacion. El mini mini mini refrigerador no funciono, la secadora de cabello no funciono, la cortina de la ventana no cerraba por completo dejando pasar la luz de la manana despertandonos, el lavabo del bano no tenia buen drenaje, la tapa del wc la tenia que sostener para hacer pis porque se caia, el piso del bano de la regadera esta muy resbaloso, deberian de poner un letrero de precaucion o poner un tapete anti derrapante, el aire acindicionado era algo ruidoso, el jabon y shampoo para banarse de pesima calidad, el hotel no cuenta con estacioniento propio hay que pagarlo aparte para que te estaciones en los lugares del centro comercial de palacio de hierro y para rematar la persona del aseo no respeta el letrero de la puerta de no molestar a_x0085_","['caro', 'calidad', 'habitacion', 'mini', 'mini', 'mini', 'refrigerador', 'funciono', 'secadoro', 'cabello', 'funciono', 'cortina', 'ventán', 'cerrar', 'completo', 'dejar', 'pasar', 'luz', 'manán', 'despertandonos', 'lavabo', 'bano', 'tenia', 'buen', 'drenaje', 'tapa', 'wc', 'tenia', 'sostener', 'hacer', 'pis', 'caia', 'piso', 'bano', 'regadero', 'resbaloso', 'deberiar', 'poner', 'letrero', 'precaucion', 'poner', 'tapete', 'anti', 'derrapante', 'aire', 'acindicionado', 'ruidoso', 'jabon', 'shampoo', 'banar él', 'pesimar', 'calidad', 'hotel', 'contar', 'estacioniento', 'propio', 'pagar él', 'aparte', 'estación', 'lugar', 'centro', 'comercial', 'palacio', 'hierro', 'rematar', 'persona', 'aseo', 'respetar', 'letrero', 'puerta', 'molestar', 'a_x0085', '_']"
"Es magnifico para un atardecer caminar de ida y regresar en la lancha o hacerlo igual caminando o las dos cosas en lancha, si vas con amigos está bien caminar, si vas con la familia depende, me gusta para tarde-noche para fotos y mejor clima","['magnifico', 'atardecer', 'caminar', 'ida', 'regresar', 'lancha', 'hacer él', 'igual', 'caminar', 'dos', 'cosa', 'lancho', 'si', 'ir', 'amigo', 'bien', 'caminar', 'si', 'va', 'familia', 'depender', 'gusta', 'tardenoche', 'foto', 'mejor', 'clima']"
increíble y maravilloso lugar!! cultura e historia dentro de un edificio vanguardista! que hacen del recorrido una gran experiencia!!,"['increible', 'maravilloso', 'lugar', 'cultura', 'historio', 'dentro', 'edificio', 'vanguardista', 'hacer', 'recorrido', 'gran', 'experiencia']"
"La comida y las bebidas son deliciosos! Pedí las enchiladas de langosta y la mousse de chocolate y no podría haber sido más contentos! Todo era extremadamente deliciosa! Las bebidas son también muy rico, y si tienes la sangría, prepárese para una enorme porción! Los...elementos en el menú están todos a un precio muy razonable y el personal era muy servicial y atento de nuestro grupo grande! Sin duda prueba para hacer una reserva.Más","['comida', 'bebido', 'delicioso', 'pedi', 'enchilada', 'langosta', 'mousse', 'chocolate', 'podrio', 'haber', 'ser', 'mas', 'contento', 'extremadamente', 'deliciós', 'bebida', 'tambien', 'rico', 'si', 'sangriir', 'preparese', 'enorme', 'porcion', 'elemento', 'menu', 'estar', 'precio', 'razonable', 'personal', 'servicial', 'atento', 'grupo', 'grande', 'dudar', 'prueba', 'hacer', 'reservama']"
En coche desde Cancún vale la pena totalmente. Sin duda salir temprano... estábamos fuera de 7 de la mañana y almorzar como el calor y autobuses de excursión llegamos. Simplemente conseguir un transporte y alquiler de un guía en el sitio...son fenomenales y muy bien cócteles preparados.,"['coche', 'cancun', 'valer', 'pena', 'totalmente', 'dudar', 'salir', 'temprano', 'estabamo', 'sevir', 'manán', 'almorzar', 'calor', 'autobús', 'excursion', 'llegar', 'simplemente', 'conseguir', 'transporte', 'alquiler', 'guia', 'sitio', 'fenomenal', 'bien', 'coctel', 'preparado']"
"Cenamos en este típico restaurante maya. La decoración es hermosa, la comida es muy buena. Puede tener la suerte de ser atendido por Yazmin, que estará encantada de enseñarle el lugar y el jardín de donde procede la comida.","['cenar', 'tipico', 'restaurante', 'maya', 'decoracion', 'hermoso', 'comida', 'buen', 'poder', 'tener', 'suerte', 'ser', 'atender', 'yazmin', 'estara', 'encantado', 'ensenar él', 'lugar', 'jardin', 'proceder', 'comida']"
"El ""modus operandi"" de éstas personas que malamente se hacen llamar restaurante es, recibirte de manera cordial y al pagar la cuenta te dicen que hay que pagar la entrada, por persona. Te dan la excusa que estaba escrito en la puerta.( En pequeño y...Más","['modu', 'operandi', 'persona', 'malamente', 'hacer', 'llamar', 'restaurante', 'recibirtir', 'manera', 'cordial', 'pagar', 'cuenta', 'decir', 'pagar', 'entrada', 'persona', 'dar', 'excusa', 'escrito', 'puerta', 'pequeno', 'mas']"
"A medida del paso del tiempo, se han disminuido la calidad y cantidad de los alimentos, en mi ultima visita, el café que anteriormente estaba incluido en el menu del dia,(calidad regular) ya no se ofrece. y me pregunto a nivel empresa cuanto puede causar...de costo una taza de cafe? para evitar ofrecerlo como antes incluido en el menu del dia.  Lugar que es típico y que ha gozado de buenas referencias a lo largo del tiempo. Conservenlo y actualicen su servicio, si es que quieren seguir  en esto..Más","['medido', 'paso', 'tiempo', 'disminuido', 'calidad', 'cantidad', 'alimento', 'ultimo', 'visita', 'cafir', 'anteriormente', 'incluido', 'menu', 'dio', 'calidad', 'regular', 'ofrecer', 'pregunto', 'nivel', 'empresa', 'cuanto', 'poder', 'causar', 'costo', 'taza', 'cafe', 'evitar', 'ofrecer él', 'incluido', 'menu', 'dia', 'lugar', 'tipico', 'gozado', 'buena', 'referencia', 'largo', 'tiempo', 'conservenlo', 'actualizar', 'servicio', 'si', 'querer', 'seguir', 'mas']"
"Baños llenos de cabellos, cortina con manchas amarillas que no parecen de hongos Muebles sucios Tienes que pagar para mejorar la velocidad del Internet  Deficientes medidas sanitarias (covid-19) Televisión con pocos canales e imagen de muy mala calidad ","['bano', 'lleno', 'cabello', 'cortinar', 'mancha', 'amarillo', 'parecer', 'hongo', 'muebl', 'sucio', 'pagar', 'mejorar', 'velocidad', 'internet', 'deficiente', 'medida', 'sanitario', 'covid19', 'television', 'poco', 'canal', 'imagen', 'malo', 'calidad']"
"Comimos delicioso y el servicio muy fue muy amable, nos atendió Ángel y lo hizo de maravilla, muy atento y sus recomendaciones fueron muy buenas. 
Recomiendo el Boox Kaax Pibil, delicioso!","['comer', 'delicioso', 'servicio', 'amable', 'atendio', 'angel', 'hacer', 'maravilla', 'atento', 'recomendación', 'buena', 'recomeir', 'boox', 'kaax', 'pibil', 'delicioso']"
"Este mercado no difiere nada de cualquier mercada que podemos encontrar en nuestras ciudades de origen sin embargo es recomendable conocerlo por su arquitectura, fue pensado para una estacion de tren en su momento, fue restaurado y bien vale la pena visitarlo por la condicion que guarda.","['mercado', 'diferir', 'cualquiera', 'mercada', 'poder', 'encontrar', 'ciudad', 'origen', 'embargo', 'recomendable', 'conocer él', 'arquitectura', 'pensado', 'estacion', 'trar', 'momento', 'restaurado', 'bien', 'valer', 'pena', 'visitar él', 'condicion', 'guardar']"
"Me encantó este lugar, a la vanguardia de la tecnología que expone las maravillas de la cultura maya. También llamó mi atención que en las salas se proyecten diversas películas de corte actual, sin costo alguno. El edificio por sí es digno de admirarse.","['encanto', 'lugar', 'vanguardia', 'tecnologia', 'exponer', 'maravilla', 'cultura', 'maya', 'tambien', 'llamo', 'atencion', 'sala', 'proyectir', 'diverso', 'pelicula', 'corte', 'actual', 'costo', 'alguno', 'edificio', 'si', 'digno', 'admirar él']"
Sitio tranquilo para el paseo acompañado de alguien que te explique cada historio de cada pedacito de esta gran momunento.,"['sitio', 'tranquilo', 'paseo', 'acompanado', 'alguien', 'explicar', 'cada', 'historio', 'cada', 'pedacito', 'gran', 'momunento']"
"El servicio de animación excelente de parte del animador Alberto Rosas Guzman, enrique,edgar muy buenas las clases yoga, y diversión a lo grande en actividades acuaticas la limpieca siempre a tiempo muy buena la pizza y bebidas muy ricas Gracias a todos sea garden","['servicio', 'animacion', 'excelente', 'parte', 'animador', 'alberto', 'rosas', 'guzmar', 'enrique', 'edgar', 'buena', 'clase', 'yogo', 'diversion', 'grande', 'actividad', 'acuatica', 'limpiecir', 'siempre', 'tiempo', 'buen', 'pizza', 'bebida', 'rico', 'gracias', 'gardir']"
"La comida es solo buena 
Los precios son muy altos 
Muy por debajo de mis expectativas que tenía 
Tiene muy buen prestigio en Nuevo Vallarta, y sí es mucho mejor que el de Monterrey. Yo estuve ahí pero nada que ver uno con otro. Necesitan...Más","['comida', 'solo', 'buen', 'precio', 'alto', 'debajo', 'expectativa', 'tenia', 'buen', 'prestigio', 'nuevo', 'vallartar', 'si', 'mejor', 'monterrey', 'ahi', 'ver', 'necesitar', 'mas']"
"buen sitio para tomar el vermouth y alguna tapa, es un bar de toda la vida  y quiza hay ido bajando su calidad aprovechandose de su fama...","['buen', 'sitio', 'tomar', 'vermouth', 'alguno', 'tapa', 'bar', 'todo', 'vida', 'quizar', 'ir', 'bajar', 'calidad', 'aprovechar él', 'fama']"
"Todo el servicio excelente , lo único malo era el ascensor que demoraba demasiado, varias veces hubo que usar las escaleras, parecía estar mal programado porque se pasaba mucho tiempo esperando. El resto excelente","['servicio', 'excelente', 'unico', 'malo', 'ascensor', 'demorar', 'demasiado', 'varios', 'vez', 'usar', 'escalera', 'parecia', 'mal', 'programado', 'pasar', 'tiempo', 'esperar', 'resto', 'excelente']"
